company_id,line_id,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon
3,858,2625,7552,35.13986,136.853351,35.149019,136.853252
3,858,7552,1433,35.149019,136.853252,35.158747,136.854489
3,858,1433,6093,35.158747,136.854489,35.167829,136.854961
3,858,6093,6094,35.167829,136.854961,35.172385,136.861766
3,858,6094,8473,35.172385,136.861766,35.177106,136.86676599999998
3,858,8473,1531,35.177106,136.86676599999998,35.177412,136.877402
3,858,1531,8576,35.177412,136.877402,35.171118,136.88380700000002
3,858,8576,7996,35.171118,136.88380700000002,35.169052,136.897596
3,858,7996,651,35.169052,136.897596,35.169886,136.908429
3,858,651,4175,35.169886,136.908429,35.170719,136.920372
3,858,4175,5141,35.170719,136.920372,35.170652000000004,136.930119
3,858,5141,2742,35.170652000000004,136.930119,35.169609,136.93731499999998
3,858,2742,5940,35.169609,136.93731499999998,35.167776,136.946092
3,858,5940,1205,35.167776,136.946092,35.166526,136.952619
3,858,1205,8465,35.166526,136.952619,35.163943,136.963618
3,858,8465,6707,35.163943,136.963618,35.160583,136.972673
3,858,6707,4643,35.160583,136.972673,35.162389000000005,136.985089
3,858,4643,453,35.162389000000005,136.985089,35.168222,136.995921
3,858,453,3963,35.168222,136.995921,35.173499,137.006476
3,858,3963,8453,35.173499,137.006476,35.175221,137.01339099999998
3,858,8453,6924,35.175221,137.01339099999998,35.182443,137.021307
3,859,94,5676,35.190857,136.944342,35.192514,136.93661
3,859,5676,8059,35.192514,136.93661,35.19591099999999,136.929731
3,859,8059,3256,35.19591099999999,136.929731,35.196216,136.921066
3,859,3256,2703,35.196216,136.921066,35.197077,136.910177
3,859,2703,8582,35.197077,136.910177,35.19055,136.904595
3,859,8582,3238,35.19055,136.904595,35.181413,136.905484
3,859,3238,1593,35.181413,136.905484,35.173636,136.90831699999998
3,859,1593,651,35.173636,136.90831699999998,35.169886,136.908429
3,859,651,8772,35.169886,136.908429,35.163776,136.908984
3,859,8772,3993,35.163776,136.908984,35.157331,136.906596
3,859,3993,6849,35.157331,136.906596,35.149916,136.90451299999998
3,859,6849,1879,35.149916,136.90451299999998,35.142944,136.901208
3,859,1879,4772,35.142944,136.901208,35.134833,136.90170700000002
3,859,4772,4437,35.134833,136.90170700000002,35.12764,136.906846
3,859,4437,6453,35.12764,136.906846,35.120836,136.91043
3,859,6453,8436,35.120836,136.91043,35.116615,136.921673
